continue_drop,student_id,gender,caste,mathematics_marks,english_marks,science_marks,science_teacher,languages_teacher,guardian,internet,school_id,total_students,total_toilets,establishment_year
0,s00147,2,2,0.212,0.601,0.212,1,4,2,0,311,209,14.0,1976.0
0,s00148,2,3,0.332,0.289,0.332,5,10,2,1,331,516,15.0,1996.0
0,s00149,2,2,0.511,0.551,0.511,1,5,2,1,392,469,14.0,1905.0
0,s00150,2,3,0.5920000000000001,0.8909999999999999,0.5920000000000001,3,7,2,0,331,516,15.0,1996.0
0,s00151,2,3,0.27399999999999997,0.24,0.27399999999999997,0,7,2,0,382,470,71.0,1896.0
0,s00152,2,2,0.40399999999999997,0.608,0.40399999999999997,6,9,2,1,337,185,15.0,1975.0
0,s00153,2,2,0.37,0.753,0.37,2,4,2,1,355,96,1.0,1966.0
0,s00154,2,3,0.18600000000000003,0.51,0.18600000000000003,6,4,0,1,392,469,14.0,1905.0
0,s00155,2,3,0.23600000000000002,0.56,0.23600000000000002,7,0,2,1,307,177,15.0,1926.0
0,s00156,2,1,1.002,0.92,1.002,2,4,2,1,301,49,14.0,1844.0
0,s00157,2,2,0.19399999999999998,0.508,0.19399999999999998,4,9,2,1,392,469,14.0,1905.0
0,s00158,2,2,0.504,0.575,0.504,4,5,2,1,384,190,14.0,1996.0
0,s00159,2,2,0.79,0.818,0.79,4,5,1,1,351,251,100.0,1924.0
0,s00160,2,1,0.703,0.8140000000000001,0.703,1,0,2,1,370,272,1.0,1961.0
0,s00161,2,2,0.114,0.444,0.114,2,7,2,1,331,516,15.0,1996.0
0,s00162,2,3,0.48100000000000004,0.754,0.48100000000000004,2,7,2,1,324,170,31.0,1949.0
0,s00163,2,1,0.642,0.9009999999999999,0.642,5,10,1,1,311,209,14.0,1976.0
0,s00164,2,3,0.885,0.745,0.885,4,3,1,1,392,469,14.0,1905.0
0,s00165,2,2,0.44799999999999995,0.581,0.44799999999999995,1,10,1,1,329,275,60.0,1914.0
0,s00166,2,2,0.523,0.594,0.523,0,7,2,1,342,295,18.0,1907.0
0,s00167,2,2,0.578,0.728,0.578,0,10,2,1,353,359,8.0,1986.0
0,s00168,2,4,0.522,0.568,0.522,5,6,2,0,325,97,43.0,1842.0
0,s00169,2,2,0.14300000000000002,0.517,0.14300000000000002,4,7,0,1,373,75,1.0,1832.0
0,s00170,2,2,0.772,0.6459999999999999,0.772,5,3,2,1,341,430,44.0,1959.0
0,s00171,2,2,0.353,0.57,0.353,5,4,0,1,352,177,28.0,1905.0
0,s00172,2,2,0.34600000000000003,0.29600000000000004,0.34600000000000003,2,1,0,0,313,399,14.0,1916.0
0,s00173,2,2,0.354,0.578,0.354,1,5,0,1,365,444,14.0,1970.0
0,s00174,2,3,0.418,0.496,0.418,2,6,0,1,373,75,1.0,1832.0
0,s00175,2,2,0.266,0.623,0.266,7,6,0,1,391,161,14.0,1984.0
0,s00176,1,2,0.521,0.401,0.521,4,8,2,1,347,67,1.0,1935.0
0,s00177,1,2,0.35700000000000004,0.22699999999999998,0.35700000000000004,2,7,2,0,367,128,14.0,1969.0
0,s00178,1,2,0.172,0.42,0.172,8,10,2,0,304,390,28.0,1914.0
0,s00179,1,3,0.851,0.584,0.851,3,0,2,1,320,384,28.0,1909.0
0,s00180,1,2,0.674,0.46,0.674,0,2,1,1,365,444,14.0,1970.0
0,s00181,1,3,0.782,0.713,0.782,2,5,0,1,312,257,14.0,1946.0
0,s00182,1,3,0.951,0.7040000000000001,0.951,8,4,2,1,359,305,44.0,1915.0
0,s00183,1,2,0.547,0.537,0.547,2,6,2,1,353,359,8.0,1986.0
0,s00184,1,2,0.6459999999999999,0.544,0.6459999999999999,4,3,2,1,369,387,28.0,1921.0
0,s00185,1,2,0.391,0.451,0.391,5,0,1,1,388,155,1.0,1910.0
0,s00186,1,3,0.745,0.645,0.745,4,3,1,1,324,170,31.0,1949.0
0,s00187,1,2,0.46299999999999997,0.374,0.46299999999999997,6,6,2,1,388,155,1.0,1910.0
0,s00188,1,2,0.562,0.53,0.562,8,5,1,1,359,305,44.0,1915.0
0,s00189,1,3,0.83,0.5670000000000001,0.83,0,0,2,1,301,49,14.0,1844.0
0,s00190,1,2,0.7879999999999999,0.655,0.7879999999999999,8,9,1,1,379,95,15.0,1981.0
0,s00191,1,3,0.5760000000000001,0.34700000000000003,0.5760000000000001,4,10,1,1,351,251,100.0,1924.0
0,s00192,1,2,0.5429999999999999,0.537,0.5429999999999999,6,2,2,1,342,295,18.0,1907.0
0,s00193,1,3,0.847,0.456,0.847,5,7,2,1,342,295,18.0,1907.0
0,s00194,1,3,0.47200000000000003,0.384,0.47200000000000003,4,5,2,1,333,335,43.0,1916.0
0,s00195,1,2,0.73,0.502,0.73,6,3,2,0,359,305,44.0,1915.0
0,s00196,1,2,0.485,0.52,0.485,1,8,2,1,365,444,14.0,1970.0
0,s00197,1,3,0.474,0.494,0.474,6,10,2,1,396,129,21.0,2006.0
0,s00198,1,1,0.774,0.691,0.774,4,2,2,1,353,359,8.0,1986.0
0,s00199,1,3,0.257,0.38299999999999995,0.257,7,7,1,1,382,470,71.0,1896.0
0,s00200,1,2,0.72,0.513,0.72,1,0,1,1,389,299,1.0,1921.0
0,s00201,1,3,0.503,0.40299999999999997,0.503,8,3,2,1,386,220,30.0,1847.0
0,s00202,1,4,0.655,0.841,0.655,3,6,1,0,359,305,44.0,1915.0
0,s00203,1,3,0.584,0.552,0.584,3,9,2,1,336,206,17.0,1940.0
0,s00204,1,4,0.838,0.759,0.838,4,2,2,1,310,262,28.0,1985.0
0,s00205,1,4,0.9990000000000001,0.745,0.9990000000000001,2,6,1,1,378,121,28.0,1971.0
0,s00206,1,3,0.763,0.72,0.763,6,6,2,0,361,287,15.0,1992.0
1,s00207,1,2,0.43799999999999994,0.495,0.43799999999999994,5,3,2,1,369,387,28.0,1921.0
0,s00209,1,1,0.565,0.397,0.565,4,3,1,0,380,228,15.0,1918.0
0,s00210,1,2,1.03,0.597,1.03,3,4,2,1,365,444,14.0,1970.0
0,s00211,1,2,0.401,0.599,0.401,6,3,1,1,365,444,14.0,1970.0
0,s00212,1,2,0.632,0.561,0.632,2,6,2,1,359,305,44.0,1915.0
0,s00213,1,2,0.762,0.562,0.762,3,4,2,1,392,469,14.0,1905.0
0,s00214,1,1,0.45299999999999996,0.535,0.45299999999999996,5,5,2,1,376,68,15.0,1918.0
0,s00215,1,2,0.9129999999999999,0.937,0.9129999999999999,6,12,2,1,368,240,15.0,1893.0
0,s00216,1,1,0.833,0.6659999999999999,0.833,1,4,2,1,334,571,61.0,1924.0
0,s00217,1,2,0.736,0.662,0.736,4,6,1,1,331,516,15.0,1996.0
0,s00218,1,2,0.6659999999999999,0.46799999999999997,0.6659999999999999,7,6,0,1,313,399,14.0,1916.0
0,s00219,1,2,0.682,0.622,0.682,5,5,2,1,348,80,14.0,1871.0
0,s00220,1,2,0.354,0.66,0.354,8,0,2,0,395,60,45.0,1860.0
0,s00221,1,2,0.7809999999999999,0.474,0.7809999999999999,7,7,2,0,384,190,14.0,1996.0
0,s00222,1,2,0.34299999999999997,0.434,0.34299999999999997,2,2,2,1,304,390,28.0,1914.0
0,s00223,1,2,0.38799999999999996,0.355,0.38799999999999996,4,5,2,1,329,275,60.0,1914.0
1,s00224,1,1,0.6459999999999999,0.317,0.6459999999999999,6,7,2,1,334,571,61.0,1924.0
0,s00225,1,2,0.89,0.644,0.89,2,2,2,1,342,295,18.0,1907.0
0,s00226,1,3,0.335,0.483,0.335,5,2,1,1,327,251,18.0,1984.0
0,s00227,1,3,0.733,0.44799999999999995,0.733,1,7,2,1,359,305,44.0,1915.0
0,s00228,1,1,0.7090000000000001,0.9209999999999999,0.7090000000000001,4,4,2,1,326,177,17.0,1986.0
0,s00229,1,2,0.632,0.445,0.632,9,4,2,1,344,220,71.0,1910.0
0,s00231,1,1,0.409,0.39899999999999997,0.409,6,8,1,1,329,275,60.0,1914.0
0,s00232,1,3,0.505,0.409,0.505,6,8,1,1,392,469,14.0,1905.0
0,s00233,1,3,0.655,0.5529999999999999,0.655,3,0,1,1,333,335,43.0,1916.0
0,s00234,1,2,0.674,0.614,0.674,5,6,2,0,338,145,2.0,1929.0
1,s00235,1,2,0.725,0.556,0.725,6,2,1,1,313,399,14.0,1916.0
0,s00236,1,1,0.45399999999999996,0.611,0.45399999999999996,5,5,2,1,376,68,15.0,1918.0
0,s00237,1,3,0.7070000000000001,0.5710000000000001,0.7070000000000001,4,4,2,1,300,198,28.0,1913.0
0,s00238,1,1,0.434,0.353,0.434,2,3,0,1,341,430,44.0,1959.0
0,s00239,1,3,0.547,0.28800000000000003,0.547,4,6,1,1,389,299,1.0,1921.0
0,s00240,1,2,0.768,0.755,0.768,4,7,1,1,397,221,15.0,1915.0
0,s00241,1,1,0.862,0.67,0.862,2,4,1,1,328,356,14.0,1943.0
0,s00242,1,3,0.865,0.435,0.865,5,8,0,1,378,121,28.0,1971.0
0,s00243,1,2,0.534,0.611,0.534,5,6,0,1,387,113,4.0,2014.0
0,s00244,1,2,0.609,0.542,0.609,5,11,2,1,390,140,14.0,1972.0
0,s00245,1,2,0.174,0.402,0.174,2,10,1,1,393,111,10.0,2006.0
0,s00246,1,3,0.8959999999999999,0.8270000000000001,0.8959999999999999,9,4,2,1,369,387,28.0,1921.0
0,s00247,1,2,0.376,0.615,0.376,8,6,2,1,316,59,62.0,2026.0
0,s00248,1,2,0.5710000000000001,0.46299999999999997,0.5710000000000001,4,10,2,1,345,143,28.0,1879.0
0,s00249,1,2,0.7390000000000001,0.625,0.7390000000000001,5,6,1,1,382,470,71.0,1896.0
0,s00250,1,4,0.679,0.7140000000000001,0.679,4,4,2,1,315,280,1.0,1923.0
0,s00251,1,3,0.628,0.626,0.628,2,5,2,1,370,272,1.0,1961.0
0,s00252,1,4,0.349,0.302,0.349,1,0,2,1,384,190,14.0,1996.0
0,s00253,1,2,0.8079999999999999,0.855,0.8079999999999999,6,6,1,1,365,444,14.0,1970.0
0,s00254,1,1,0.214,0.684,0.214,4,3,0,1,316,59,62.0,2026.0
0,s00255,1,2,0.13699999999999998,0.214,0.13699999999999998,4,4,2,1,342,295,18.0,1907.0
0,s00256,1,2,0.794,0.732,0.794,3,5,1,1,391,161,14.0,1984.0
0,s00257,1,2,0.763,0.318,0.763,4,0,0,1,365,444,14.0,1970.0
0,s00258,1,3,0.523,0.522,0.523,7,10,2,1,387,113,4.0,2014.0
0,s00259,1,3,0.564,0.602,0.564,5,11,2,1,355,96,1.0,1966.0
0,s00260,1,2,0.25,0.363,0.25,1,3,2,0,359,305,44.0,1915.0
0,s00261,1,2,0.321,0.38,0.321,5,0,2,1,379,95,15.0,1981.0
0,s00262,1,2,0.638,0.309,0.638,6,6,2,0,388,155,1.0,1910.0
0,s00263,1,2,0.628,0.33,0.628,7,4,2,0,396,129,21.0,2006.0
0,s00264,1,3,0.764,0.722,0.764,5,4,2,1,362,397,5.0,1950.0
0,s00265,1,2,0.5579999999999999,0.573,0.5579999999999999,1,4,2,1,378,121,28.0,1971.0
0,s00266,1,2,0.711,0.456,0.711,5,3,2,1,391,161,14.0,1984.0
0,s00267,1,2,0.462,0.45,0.462,0,10,1,1,331,516,15.0,1996.0
0,s00268,1,2,0.9259999999999999,0.65,0.9259999999999999,0,5,2,1,335,87,14.0,1886.0
0,s00269,1,1,0.405,0.512,0.405,5,0,1,1,333,335,43.0,1916.0
0,s00270,1,2,0.8,0.513,0.8,6,4,2,1,334,571,61.0,1924.0
0,s00271,1,2,0.142,0.687,0.142,4,4,2,1,357,57,14.0,1929.0
0,s00272,1,1,0.737,0.889,0.737,2,5,2,0,392,469,14.0,1905.0
0,s00273,1,2,0.37200000000000005,0.302,0.37200000000000005,1,0,2,0,328,356,14.0,1943.0
0,s00274,1,1,0.32,0.462,0.32,1,6,1,1,334,571,61.0,1924.0
0,s00275,1,2,0.517,0.506,0.517,1,9,2,1,323,344,28.0,1961.0
0,s00276,1,3,0.602,0.642,0.602,0,6,1,1,353,359,8.0,1986.0
0,s00278,1,2,0.10400000000000001,0.335,0.10400000000000001,2,7,2,0,359,305,44.0,1915.0
0,s00279,1,3,0.502,0.573,0.502,2,4,2,1,362,397,5.0,1950.0
0,s00280,1,1,0.29600000000000004,0.26,0.29600000000000004,6,6,2,0,396,129,21.0,2006.0
0,s00281,1,3,0.612,0.285,0.612,9,5,2,0,305,354,86.0,1986.0
0,s00282,1,2,0.201,0.317,0.201,8,5,2,1,300,198,28.0,1913.0
0,s00283,1,1,0.414,0.529,0.414,4,0,1,1,382,470,71.0,1896.0
1,s00284,1,1,0.359,0.521,0.359,2,7,0,1,386,220,30.0,1847.0
0,s00285,1,3,0.099,0.354,0.099,3,1,2,1,367,128,14.0,1969.0
0,s00286,1,2,0.094,0.287,0.094,4,6,2,1,392,469,14.0,1905.0
0,s00287,1,2,0.39299999999999996,0.33799999999999997,0.39299999999999996,2,2,2,1,305,354,86.0,1986.0
0,s00288,1,2,0.423,0.23800000000000002,0.423,4,3,2,1,315,280,1.0,1923.0
0,s00289,1,4,0.631,0.519,0.631,3,6,1,1,380,228,15.0,1918.0
0,s00290,1,2,0.433,0.5589999999999999,0.433,8,4,2,1,355,96,1.0,1966.0
0,s00291,1,2,0.126,0.26,0.126,4,0,2,1,304,390,28.0,1914.0
0,s00292,1,3,0.539,0.727,0.539,1,7,2,1,396,129,21.0,2006.0
0,s00293,1,2,0.16699999999999998,0.405,0.16699999999999998,2,6,1,1,382,470,71.0,1896.0
0,s00294,1,2,0.797,0.977,0.797,1,6,2,1,334,571,61.0,1924.0
0,s00295,1,2,0.562,0.636,0.562,1,5,2,1,331,516,15.0,1996.0
0,s00296,1,3,0.513,0.49200000000000005,0.513,7,5,2,1,336,206,17.0,1940.0
0,s00297,1,2,0.737,0.706,0.737,2,2,2,1,398,116,1.0,1995.0
0,s00298,1,2,0.436,0.621,0.436,7,9,2,1,386,220,30.0,1847.0
0,s00299,1,3,0.51,0.5820000000000001,0.51,0,4,2,1,324,170,31.0,1949.0
0,s00300,1,2,0.361,0.46299999999999997,0.361,0,2,2,1,394,122,15.0,1889.0
0,s00301,1,3,0.365,0.379,0.365,2,6,2,1,313,399,14.0,1916.0
0,s00302,1,2,0.6629999999999999,0.823,0.6629999999999999,4,4,1,1,342,295,18.0,1907.0
0,s00303,1,2,0.635,0.406,0.635,7,11,1,1,334,571,61.0,1924.0
